18,2019/7/7,川崎F,鳥栖,0,0,0,0,0,0,10,4
19,2019/7/13,松本,磐田,0,1,0,0,0,1,9,11
19,2019/7/13,仙台,鹿島,0,4,0,0,2,2,13,16
19,2019/7/13,横浜FM,浦和,3,1,1,2,0,1,21,4
19,2019/7/13,G大阪,清水,1,0,0,1,0,0,16,10
19,2019/7/13,C大阪,名古屋,3,0,1,2,0,0,11,10
19,2019/7/13,大分,札幌,2,1,1,1,1,0,4,11
19,2019/7/13,鳥栖,広島,0,2,0,0,0,2,5,7
19,2019/7/13,FC東京,川崎F,0,3,0,0,1,2,5,14
19,2019/7/13,湘南,神戸,3,1,0,3,1,0,18,8
20,2019/7/20,札幌,湘南,5,2,2,3,1,1,20,9
20,2019/7/20,松本,広島,2,2,0,2,0,2,7,12
20,2019/7/20,名古屋,G大阪,2,2,2,0,1,1,11,8
20,2019/7/20,神戸,横浜FM,0,2,0,0,1,1,15,12
20,2019/7/20,鹿島,鳥栖,2,1,2,0,1,0,14,6
20,2019/7/20,清水,FC東京,0,2,0,0,2,0,6,14
20,2019/7/20,磐田,浦和,1,3,0,1,3,0,9,12
20,2019/7/20,C大阪,仙台,0,0,0,0,0,0,12,15
20,2019/7/27,川崎F,大分,3,1,0,3,0,1,17,5
16,2019/7/31,広島,川崎F,3,2,2,1,0,2,7,9
16,2019/7/31,浦和,鹿島,1,1,0,1,0,1,11,12
21,2019/8/2,神戸,G大阪,2,2,0,2,1,1,20,13
21,2019/8/3,仙台,磐田,2,1,2,0,1,0,11,7
21,2019/8/3,FC東京,C大阪,3,0,0,3,0,0,8,11
21,2019/8/3,横浜FM,清水,0,1,0,0,0,1,10,7
21,2019/8/3,湘南,鹿島,3,2,0,3,0,2,18,15
21,2019/8/3,広島,札幌,1,0,0,1,0,0,5,12
21,2019/8/4,浦和,名古屋,2,2,1,1,2,0,16,17
21,2019/8/4,川崎F,松本,0,0,0,0,0,0,8,4
21,2019/8/4,鳥栖,大分,2,2,0,2,0,2,15,6
22,2019/8/10,札幌,浦和,1,1,0,1,0,1,14,10
22,2019/8/10,清水,松本,1,0,1,0,0,0,7,2
22,2019/8/10,鹿島,横浜FM,2,1,1,1,0,1,11,8
22,2019/8/10,FC東京,仙台,1,0,0,1,0,0,6,10
22,2019/8/10,名古屋,川崎F,3,0,2,1,0,0,5,10
22,2019/8/10,G大阪,広島,1,1,0,1,0,1,11,6
22,2019/8/10,大分,神戸,1,1,0,1,1,0,5,5
22,2019/8/10,C大阪,鳥栖,1,2,1,0,0,2,11,9
22,2019/8/10,磐田,湘南,2,3,1,1,0,3,12,14
23,2019/8/17,清水,札幌,0,8,0,0,2,6,8,15
23,2019/8/17,仙台,川崎F,2,2,0,2,1,1,8,10
23,2019/8/17,FC東京,広島,0,1,0,0,0,1,5,2
23,2019/8/17,横浜FM,C大阪,1,2,0,1,1,1,18,8
23,2019/8/17,湘南,鳥栖,2,3,1,1,2,1,23,15
23,2019/8/17,神戸,浦和,3,0,1,2,0,0,15,8
23,2019/8/17,大分,鹿島,0,1,0,0,0,1,2,5
23,2019/8/18,松本,名古屋,1,1,0,1,0,1,13,8
23,2019/8/18,G大阪,磐田,1,1,1,0,0,1,12,8
